C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_15_418.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_15_418.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_15_418.jpg,0.01287554,0.4,0,30.03836
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_15_483.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_15_483.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_15_483.jpg,0.01287554,0.4,0,30.03837
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_15_550.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_15_550.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_15_550.jpg,0.01287554,0.4,0,30.03837
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_15_618.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_15_618.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_15_618.jpg,-0.01716738,0.4,0,30.03824
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_15_708.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_15_708.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_15_708.jpg,-0.03433476,0.4,0,30.03813
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_15_796.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_15_796.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_15_796.jpg,-0.03433476,0.4,0,30.03822
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_15_864.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_15_864.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_15_864.jpg,-0.03433476,0.4,0,30.03828
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_15_950.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_15_950.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_15_950.jpg,-0.03433476,0.4,0,30.0383
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_16_020.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_16_020.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_16_020.jpg,-0.03433476,0.4,0,30.03832
C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\center_2017_08_16_18_17_16_086.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\left_2017_08_16_18_17_16_086.jpg,C:\Users\James\Documents\GitHub\CarND-P3-Behavioral-Cloning\IMG\right_2017_08_16_18_17_16_086.jpg,-0.03433476,0.4,0,30.03834
